https://twitter.com/0xWave/status/1423068415393030144,@0xWave,2021-08-04T23:48:44.000Z,I minted at .08 and the floor is 15 -- all minters that held have more than 100x'd,1,0,6
https://twitter.com/miggy_az/status/1423067772783763461,@miggy_az,2021-08-04T23:46:11.000Z,The NFT space is HUMBLING.   Got into  @AxieInfinity  before the pump.  Bought @coolcatsnft on the secondary few hours after they minted.  But..   Bought tons of  @nbatopshot  moments at the top in Feb.  Didn't pull the trigger on  @BoredApeYC  in May.  We win or we learn. Gmi!,0,0,9
https://twitter.com/boredape3433/status/1423067698750050306,@boredape3433,2021-08-04T23:45:53.000Z,I’m an ape with a cranium and a stallion and am PROUD of it. Solid community with the craniums and exceptional devs.,3,4,39
https://twitter.com/mfer48tootoo/status/1423066533442453508,@mfer48tootoo,2021-08-04T23:41:15.000Z,"fwiw i think it was totally uncalled for to go after you like that. Frustration is one thing, plain aggression is another.",0,0,9
https://twitter.com/digitalartchick/status/1423066474688749568,@digitalartchick,2021-08-04T23:41:01.000Z,thank you i appreciate that,2,1,43
https://twitter.com/DragonyArt/status/1423065953726779395,@DragonyArt,2021-08-04T23:38:57.000Z,"Mental health is very important. Enjoy the break, come back fresh and amazing, like you always are! ",0,0,6
https://twitter.com/osirisofcrypto/status/1423065329459240962,@osirisofcrypto,2021-08-04T23:36:28.000Z,Massive shoutout to  @TheWolfGangNFT  for delivering on not only a great project but also on their massive  @BoredApeYC   giveaway.   My family thanks you from the bottom of our hearts.,7,8,44
https://twitter.com/jessew_art/status/1423063827478990848,@jessew_art,2021-08-04T23:30:30.000Z,Tomorrow at 7pm est  @BushidoApes  and  @Eurion2  will be auctioning 50/50 of his amazing Tiger!   Proceeds will be donated to  @amazonwatch    Giving back thanks to this space has been amazing let’s do it again!!! @BoredApeYC,1,6,13
https://twitter.com/sabet/status/1423060679704027142,@sabet,2021-08-04T23:17:59.000Z,"Thanks  @antavedissian  for this and  @BoredApeYC  for retweeting! ",2,1,24
https://twitter.com/fxnction/status/1423060398488621059,@fxnction,2021-08-04T23:16:52.000Z,My dad knows.  @BoredApeYC,2,0,10
https://twitter.com/Conquant/status/1423060220234801152,@Conquant,2021-08-04T23:16:10.000Z,Where my apes at?  I'm excited to join the club... Just in the nick of time...   @BoredApeYC  @ChristiesInc #BAYC #BoredApeYachtClub #APESNOTLEAVING #Apesociety #APENFT #ApeGang,1,3,7
https://twitter.com/Jonahbolden43/status/1423059462965760003,@Jonahbolden43,2021-08-04T23:13:09.000Z,"Scarcity wins in the long run. It may sting a little at first i.e fewer collectors = fewer funds/less organic marketing.  But if fundamentals and a strong team are there (like we have in  @gutterdan_  /  @GutterMitch  /  @gutterric ) the monetary value will make its way to the top ",2,4,21
https://twitter.com/coolcatclub/status/1423059087793672192,@coolcatclub,2021-08-04T23:11:40.000Z,"A  @BoredApeYC  x @coolcatsnft collaboration would set the NFT space on ",7,11,66
https://twitter.com/spacefight/status/1423058187662635010,@spacefight,2021-08-04T23:08:05.000Z,"I have one of each ",1,0,6
https://twitter.com/500arts/status/1423057475004157952,@500arts,2021-08-04T23:05:15.000Z,Seeing a lot of Apes showing Craniums love lately. Bullish sign. Apes follow Craniums? Craniums follow Apes? Let’s give it a go!   #WickedCraniums  #SkullsBackSkulls  #BoredApeYachtClub  @WickedCraniums   @BoredApeYC,19,24,110
https://twitter.com/painter_crypto/status/1423056657605566464,@painter_crypto,2021-08-04T23:02:00.000Z,Love it! It looks almost finished.,1,0,4
https://twitter.com/Kenshiro_NFT/status/1423055415051440131,@Kenshiro_NFT,2021-08-04T22:57:04.000Z,@BoredApeYC,2,0,5
https://twitter.com/0xJim/status/1423054703605202947,@0xJim,2021-08-04T22:54:15.000Z,"Cool cats aren’t a DAO yet ",1,0,6
https://twitter.com/BoredApeGazette/status/1423054627671523337,@BoredApeGazette,2021-08-04T22:53:56.000Z,MERCH DROP» The  @boredapeyc  Announced Its Second Merchandise Drop  Find out all the details here:,0,6,13
https://twitter.com/tomaszmro/status/1423053792707284994,@tomaszmro,2021-08-04T22:50:37.000Z,"Not sure yet, need some time to process it yet as people are bombarding me with how I should spend my ETH  I still have two apes and bought some dogs, might use that to ape back in. Might get a Cool Cat. Main focus is my art career and to move out from my parent's place.",7,1,25
https://twitter.com/Cooopahtroopa/status/1423053341328740355,@Cooopahtroopa,2021-08-04T22:48:50.000Z,"NFT DAOs starting to thrive. @PleasrDAO   @FingerprintsDAO   @BoredApeYC   @JennyMetaverse   @metaverseDAO   @squiggledao @punkscomic   @universe_xyz   @ElektraDAO ",28,50,249
https://twitter.com/TheChainGamer/status/1423051016187088905,@TheChainGamer,2021-08-04T22:39:35.000Z,"By math, 2100 BTC = 1 Ape.",1,0,5
