link,account,timestamp,tweetText,reply,retweet,like
@MotoTech16,https://twitter.com/MotoTech16/status/1456036881301483528,2021-11-03T23:13:39.000Z,This looks like a good plan.,1,3,9
@boredape7275,https://twitter.com/boredape7275/status/1456036826406440966,2021-11-03T23:13:25.000Z,"Bored Punks, assemble!  Finally completed the transformation.  @BoredApeYC  @BoredPunkYC  @NotLarvaLabs #BAYC  #7275 #BPYC #297 #PHUNK #6138",4,9,27
@BAYC2745,https://twitter.com/BAYC2745/status/1456035775837995012,2021-11-03T23:09:15.000Z,OPINION: I find it SO COOL that the founders of #BAYC are walking among fellow apes at these events and 99% of us have no idea who they actually are. We’re all equal in the eyes of the  @BoredApeYC,1,4,52
@boxofcorey,https://twitter.com/boxofcorey/status/1456035203776921613,2021-11-03T23:06:59.000Z,Didn’t know that I needed BAYC napkins but here we are.,1,0,8
@NFTeed,https://twitter.com/NFTeed/status/1456035106418827266,2021-11-03T23:06:35.000Z,Huge shoutout to  @KyleGuin  for putting my mutant on the front page of  @RollingStone  so dope. So glad to be part of this awesome community  @BoredApeYC  #BAYC #MAYC #apefollowape,3,0,6
@TimpersHD,https://twitter.com/TimpersHD/status/1456034976080830471,2021-11-03T23:06:04.000Z,"bayc logo even makes napkins look ",2,0,19
@TimpersHD,https://twitter.com/TimpersHD/status/1456034777564422151,2021-11-03T23:05:17.000Z,"you driving man? ",1,2,19
@MaxMyEth,https://twitter.com/MaxMyEth/status/1456034119822057474,2021-11-03T23:02:40.000Z,Over the last 5 weeks I have made the biggest bet of my life with the  @BoredApeYC  . I truly believe crypto & web3 is the future. The communities being built are nothing short of spectacular. It’s still so early  Join the movement #NewProfilePic #apefollowape #NFT #BAYC #MAYC,4,2,23
@NFT1nsight,https://twitter.com/NFT1nsight/status/1456033608595091458,2021-11-03T23:00:38.000Z,Vibe central!,1,0,9
@xBenJamminx,https://twitter.com/xBenJamminx/status/1456032980963663882,2021-11-03T22:58:09.000Z,We’re out here with  @nicedripnft  bout to roll up to the  @BoredApeYC  warehouse in style.   #NiceSkunks,2,8,40
@DillyDilly_eth,https://twitter.com/DillyDilly_eth/status/1456031182248939534,2021-11-03T22:51:00.000Z,Utilizing my  @BoredApeYC  by signing on with  @eth_walkers  for their upcoming zombie apocalypse #NFT game!   The art is being done by one of the lead artists from the TV show Archer!   Discord:http://discord.gg/PVhkBnuXTt Website:http://ethwalkers.io Video: https://vimeo.com/640438958,1,0,11
@seanmsuvie,https://twitter.com/seanmsuvie/status/1456030343287476226,2021-11-03T22:47:40.000Z,@DApeWives  @BoredApeYC  @opensea  #NFTCollections #RARENFT #nftcollector #nft #DesperateApeWives   looking for a good time….,0,3,7
@NonFungibleExGf,https://twitter.com/NonFungibleExGf/status/1456030249704165382,2021-11-03T22:47:17.000Z,"In light of this week’s events, please enjoy the faux  @BoredApeYC  I made myself ",3,1,9
@HolidayBe,https://twitter.com/HolidayBe/status/1456030146050367488,2021-11-03T22:46:53.000Z,"But.... it's not just that y'all out here making promo vids, it's that these vids are DOPE AF!!!",0,0,8
@Johndeal808,https://twitter.com/Johndeal808/status/1456030007999057922,2021-11-03T22:46:20.000Z,@TheHumanoidsNFT LFG,0,0,18
@Kakuberry,https://twitter.com/Kakuberry/status/1456030002852548612,2021-11-03T22:46:19.000Z,Officially joined  @BoredApeYC  with this Mutant Ape! It’s been a longtime coming and I’m now one step closer to getting that dream ape! What’s good ape fam!,66,20,332
@luckymanperson,https://twitter.com/luckymanperson/status/1456029379620900869,2021-11-03T22:43:50.000Z,Just got rejected at the warehouse party. I had confirmed before traveling here that the NYC requirement was only 1st dose. Can someone confirm?  @BoredApeYC,11,1,20
@TheeHustleHouse,https://twitter.com/TheeHustleHouse/status/1456029069875765249,2021-11-03T22:42:36.000Z,We out here in Brooklyn for the  @BoredApeYC  warehouse party!,11,10,109
@digitaldamaged,https://twitter.com/digitaldamaged/status/1456028919673630720,2021-11-03T22:42:00.000Z,"If you own an OG  @BoredApeYC  you can claim a free ape skull tattoo if you are ever in Madrid, just hit me up!",64,89,1052
@tomyoo23,https://twitter.com/tomyoo23/status/1456028819203239943,2021-11-03T22:41:36.000Z,"I see you ",0,0,7
@PuppetMasterHM,https://twitter.com/PuppetMasterHM/status/1456028149435748361,2021-11-03T22:38:57.000Z,86% of  @TheHashmasks  not listed,1,3,19
@B33Fbanks,https://twitter.com/B33Fbanks/status/1456027919734747146,2021-11-03T22:38:02.000Z,"Congrats and welcome! Now join the  @mutant_cartel  and help grow Mutant Culture! ",3,1,7
@Noah_Byrne,https://twitter.com/Noah_Byrne/status/1456026699020308485,2021-11-03T22:33:11.000Z,Uhhhh. I don’t want to be redundant,1,0,8
@raudskeggNFT,https://twitter.com/raudskeggNFT/status/1456026365602537472,2021-11-03T22:31:51.000Z,"Ape is Ape. So glad to be a part of  @BoredApeYC  !! ",0,1,5
@chcobesc,https://twitter.com/chcobesc/status/1456024326629699585,2021-11-03T22:23:45.000Z,"Let's sprinkle some roses for MRRC - I love the style, the community and the artists involved. LFG",1,1,12
@eetheeee,https://twitter.com/eetheeee/status/1456024314776637451,2021-11-03T22:23:42.000Z,@BoredApeYC,0,0,6
@NeonApesYC,https://twitter.com/NeonApesYC/status/1456024125080809477,2021-11-03T22:22:57.000Z,BATTLE 1 BEGIN! @BoredApeYC    Vs. @doodles    Vote for the community you'd like to see move on!  (Poll ends in 24hrs),3,3,12
@imrjcyka,https://twitter.com/imrjcyka/status/1456023399667544069,2021-11-03T22:20:04.000Z,the real rabbits,0,0,7
@yachtlifebayc,https://twitter.com/yachtlifebayc/status/1456022932321411074,2021-11-03T22:18:13.000Z,Hope you all my fellow Apes have an incredible night.  I’m going to need to log off tonight to avoid being distraught over missing this….. be safe.,0,0,7
@BoredApe4515,https://twitter.com/BoredApe4515/status/1456022514841292801,2021-11-03T22:16:33.000Z,WE THIR$TY  @BoredApeYC   WARE HOUSE PARTY  BROOKLYN • NEW YORK,0,2,13
@PAGESVFX,https://twitter.com/PAGESVFX/status/1456022403113537537,2021-11-03T22:16:07.000Z,New addition to the family. @BoredApeYC  #BAYC #MAYC #NFT,1,0,20
@JoeHeslinga,https://twitter.com/JoeHeslinga/status/1456022280929255428,2021-11-03T22:15:38.000Z,About to be lit!!!! Who’s ready?  @BoredApeYC,0,1,6
@NedRyersonBing,https://twitter.com/NedRyersonBing/status/1456022083234942980,2021-11-03T22:14:50.000Z,I have absolutely zero insider information but how incredible and perfect would it be if the musical guest at the  @BoredApeYC  warehouse party was  @SnoopDogg ?,2,0,9
@ryansnuggs,https://twitter.com/ryansnuggs/status/1456022081758392322,2021-11-03T22:14:50.000Z,My fomo level has peaked.,0,0,9
@nftjgn,https://twitter.com/nftjgn/status/1456022004990087173,2021-11-03T22:14:32.000Z,The  @BoredApeYC  signal is here! #apefest,11,23,194
@tiredrighand,https://twitter.com/tiredrighand/status/1456021954557775878,2021-11-03T22:14:20.000Z,@MadRabbitsRC  teamed up with a whole string of extremely talented artists to put out some really amazing pieces. Their dedication to art and community is going to set them apart from the rest. Bullish af!,0,0,9
@yasssi_eth,https://twitter.com/yasssi_eth/status/1456021348866658308,2021-11-03T22:11:55.000Z,@TheHumanoidsNFT  @HeartNFTs  are affordable low risk high reward project atm,1,0,6
@SBSfantasy,https://twitter.com/SBSfantasy/status/1456021311201824772,2021-11-03T22:11:46.000Z,SBS was created by 11  @BoredApeYC  members longing to build fantasy sports leagues on the blockchain.  SBS Genesis Cards are 10k Cards Minted on the Eth Blockchain that give you membership & access to many benefits.  Join Our Society & Learn More: http://discord.gg/sbsociety,34,98,121
@SatoshiJames,https://twitter.com/SatoshiJames/status/1456020953587232772,2021-11-03T22:10:21.000Z,"@MadRabbitsRC  ",0,0,12
@token_culture,https://twitter.com/token_culture/status/1456019961542062081,2021-11-03T22:06:25.000Z,"@MadRabbitsRC   We Mad Rabbits like to keep our cool, or it can turn into a Horror Show really quick...it's happened before",0,1,24
@RealOldJay,https://twitter.com/RealOldJay/status/1456018632841039878,2021-11-03T22:01:08.000Z,Thy King hath come.  He hath readeth this document.  A very excellent document Hristina.  He hath measured the competition.  And he hath decided that  @MadRabbitsRC  is the greatest project amongst thy land!  #mrrc #rabbitsriottogether #NFTNYC #NFTNYC2021,3,7,51
@rosewater_eth,https://twitter.com/rosewater_eth/status/1456018131265089539,2021-11-03T21:59:08.000Z,"From what I can tell, two communities/teams have destroyed NFT NYC so far. @BoredApeYC  and  @AdamBombSquad .  One currently costs $150,000 to join, the other $370.  Only a matter of time before that gap becomes smaller… and smaller.",10,40,191
@nftjgn,https://twitter.com/nftjgn/status/1456017682508259342,2021-11-03T21:57:21.000Z,"In line for #apefest, I would say that their are about 50 people in line already. Another lively line meeting some interesting people in the  @BoredApeYC . Lines are not the same without the one and only  @brianhc  here to chat it up with me. Let’s see what this epic night brings!",4,0,12
@david_laj,https://twitter.com/david_laj/status/1456017566791618565,2021-11-03T21:56:54.000Z,"91% of  @SVSNFT  not listed! We are on top of that list with all those other great projects! And we are still a very young project, imagine what's ahead of us...I'm scared!",2,1,16
@MadRabbitsRC,https://twitter.com/MadRabbitsRC/status/1456017449531346945,2021-11-03T21:56:26.000Z,I wonder how many other projects are shooting promo vids for their drops  VOLUME UP w/ our boy  @oOLatchOo   on the tracks!!    https://m.youtube.com/channel/UCN4_fdvmwhXBUag0JUtf0Ug…,1,5,31
@taxninja,https://twitter.com/taxninja/status/1456017407278030855,2021-11-03T21:56:16.000Z,"@MadRabbitsRC  was built for this, we ready!",0,1,13
@jillianmarie710,https://twitter.com/jillianmarie710/status/1456016908512374795,2021-11-03T21:54:17.000Z,All solid projects…. But the community in  @MadRabbitsRC  is just on another level.,0,0,13
@SydneyC38714232,https://twitter.com/SydneyC38714232/status/1456016529175322627,2021-11-03T21:52:46.000Z,Mad Rabbits and it’s not even close,0,0,11
@BoredApeGazette,https://twitter.com/BoredApeGazette/status/1456016423655034887,2021-11-03T21:52:21.000Z,The Bored Ape Gazette Just Arrived At the  @BoredApeYC  Warehouse Party! Stay Tuned For Updates,3,5,40
@MediumDarkDante,https://twitter.com/MediumDarkDante/status/1456016345355546626,2021-11-03T21:52:02.000Z,Cant wait to see the supply shock happen in the bull run! Love you all! #SvS,0,1,7
@0xCryptoplata,https://twitter.com/0xCryptoplata/status/1456016068128874501,2021-11-03T21:50:56.000Z,vamps are too good.,0,0,9
@Spriteful6103,https://twitter.com/Spriteful6103/status/1456015841280077838,2021-11-03T21:50:02.000Z,@Wash24Bill  - this!,0,0,6
@kuricryptonft,https://twitter.com/kuricryptonft/status/1456015770392084483,2021-11-03T21:49:45.000Z,"Also, 6,250/8,888 Vampires from  @SVSNFT  are staked farming the utility token $BLOOD that will be use on the breeding and the SVS ecosystem; blue chip project.",0,2,12
@MrsNauts,https://twitter.com/MrsNauts/status/1456014655453806600,2021-11-03T21:45:19.000Z,We are no bunnies. We are some MAD Rabbits  #MRRC,0,0,18
@joe22968,https://twitter.com/joe22968/status/1456014527875543044,2021-11-03T21:44:49.000Z,@MadRabbitsRC   for sure !,0,0,13
@kellybrnz,https://twitter.com/kellybrnz/status/1456014429766696970,2021-11-03T21:44:26.000Z,"This one! Especially this one. Like, this one in particular! #5170! ",0,0,15
@Legend,https://twitter.com/Legend/status/1456014396627562505,2021-11-03T21:44:18.000Z,mayo ice cream cones,0,1,4
@CaioRibbs,https://twitter.com/CaioRibbs/status/1456014376884912137,2021-11-03T21:44:13.000Z,"#MRRC",0,0,11
@CaioRibbs,https://twitter.com/CaioRibbs/status/1456014163818467333,2021-11-03T21:43:22.000Z,Apes are apes and rabbits are rabbits.  But the best rabbits are  @MadRabbitsRC  for sure!!!,1,0,10
@BludSVS,https://twitter.com/BludSVS/status/1456014109481127937,2021-11-03T21:43:09.000Z,Only the beginning.,0,1,9
@Mad_Rabbittt,https://twitter.com/Mad_Rabbittt/status/1456014076912578565,2021-11-03T21:43:02.000Z,My love dudes are ready to Riot #NFTNYC2021 #NFTNYC21,0,0,20
@KD85359830,https://twitter.com/KD85359830/status/1456014055462686723,2021-11-03T21:42:56.000Z,@MadRabbitsRC  all day!,0,0,16
@NTORIUS,https://twitter.com/NTORIUS/status/1456014037934698501,2021-11-03T21:42:52.000Z,@jasonseife  fur?  Probably nothing. #MRRC,0,1,10
@TheoKUnfiltered,https://twitter.com/TheoKUnfiltered/status/1456013678646489089,2021-11-03T21:41:27.000Z,91% of  @veefriends  not listed,1,3,5
@tmagled,https://twitter.com/tmagled/status/1456013386383233027,2021-11-03T21:40:17.000Z,"im in a cab on the way ",0,0,4
@hatrickbamford9,https://twitter.com/hatrickbamford9/status/1456013125283684353,2021-11-03T21:39:15.000Z,"Sneakys leading the way, everyone else needs to step up their game #svs",0,1,11
@hypnotizedApe,https://twitter.com/hypnotizedApe/status/1456012789126889477,2021-11-03T21:37:54.000Z,And sour cream and jalapeños,0,0,5
@AmbitiousAnts,https://twitter.com/AmbitiousAnts/status/1456012616074137604,2021-11-03T21:37:13.000Z,"#MAYC GIVEAWAY  We are Giving Away a Mutant  @BoredApeYC  in our Discord!  To Enter:  Join our Discord: http://discord.gg/bEEgR2FDx3  Reach Lvl 5  Bonus:  Follow  @AmbitiousAnts  ",16,18,20
@jenevaNFT,https://twitter.com/jenevaNFT/status/1456012346170740737,2021-11-03T21:36:09.000Z,While the Apes are having fun in NY I finished the BAYC#965 derivative.  @CashSits   thank you very much for entrusting me to work on your Ape derivative. #BAYC  @BoredApeYC,11,18,118
@degenzfinance,https://twitter.com/degenzfinance/status/1456011894708490244,2021-11-03T21:34:21.000Z,"only a matter of time ",1,4,7
@thruster_eth,https://twitter.com/thruster_eth/status/1456011823807799297,2021-11-03T21:34:04.000Z,No question about it!  @MadRabbitsRC  are in their own class!,0,2,30
@BlueBadger2600,https://twitter.com/BlueBadger2600/status/1456011791054503936,2021-11-03T21:33:57.000Z,"Tacos too, but you can only order tripa, lengua and cabeza?",3,0,9
@NettyWorth_,https://twitter.com/NettyWorth_/status/1456011659256999938,2021-11-03T21:33:25.000Z,"NFTs have taken over #NFT billboards. If you didn’t make it to the  @nft_nyc  conference take a look at some of the brands on Time Square. @robotosNFT , @coolcatsnft,  @BoredApeYC  ,  @metasaurs ,  @WoodiesNFT  @metafansnft  name a few.  #nftnyc20201 #nftnews   https://bit.ly/3k3kYOs",6,22,28
@token_culture,https://twitter.com/token_culture/status/1456011624020643840,2021-11-03T21:33:17.000Z,"@MadRabbitsRC  I love all three projects, but no contest.  #MRRC will be taking this one home.  It is already in the spotlight to be the next blue chip...",0,5,44
@nftgerry,https://twitter.com/nftgerry/status/1456011314799710217,2021-11-03T21:32:03.000Z,Yeah buddy! Jen n Gerry are on our way,0,0,5
@Power_Of_One,https://twitter.com/Power_Of_One/status/1456011255936917505,2021-11-03T21:31:49.000Z,All rabbits aren't created equal and all bunnies don't matter unfortunately #MRRC,0,0,11
@Power_Of_One,https://twitter.com/Power_Of_One/status/1456010981998534664,2021-11-03T21:30:44.000Z,@MadRabbitsRC  #FTW,0,0,12
@bettertorun,https://twitter.com/bettertorun/status/1456010925786517505,2021-11-03T21:30:30.000Z,are the keys in it??,0,0,4
@JaamNWO,https://twitter.com/JaamNWO/status/1456010902738817030,2021-11-03T21:30:25.000Z,"@MadRabbitsRC  ",0,0,16
@Xmrbs_eth,https://twitter.com/Xmrbs_eth/status/1456010697129664518,2021-11-03T21:29:36.000Z,PILL POPPERS! #MRRC,0,0,10
@andydunks85,https://twitter.com/andydunks85/status/1456010491453599747,2021-11-03T21:28:47.000Z,"@MadRabbitsRC  for the win! ",0,0,8
@HonoraryApe,https://twitter.com/HonoraryApe/status/1456010480548450312,2021-11-03T21:28:44.000Z,Well what do we have here??  @BoredApeYC,23,24,348
@stumoonarte,https://twitter.com/stumoonarte/status/1456008782094364676,2021-11-03T21:21:59.000Z,"Let's not forget, he was early on  @BoredApeYC  . Dez knows...",1,7,33
@XavierMRRC,https://twitter.com/XavierMRRC/status/1456008163933687808,2021-11-03T21:19:32.000Z," ",0,0,18
@null_eth,https://twitter.com/null_eth/status/1456008059227017218,2021-11-03T21:19:07.000Z,"I’ve spent over $14,000 on secondary merch",0,1,7
@XavierMRRC,https://twitter.com/XavierMRRC/status/1456008001152815104,2021-11-03T21:18:53.000Z," ",0,0,17
@XavierMRRC,https://twitter.com/XavierMRRC/status/1456007978973290506,2021-11-03T21:18:48.000Z," ",0,0,18
@XavierMRRC,https://twitter.com/XavierMRRC/status/1456007950879936514,2021-11-03T21:18:41.000Z," ",2,0,20
@cryptomendo,https://twitter.com/cryptomendo/status/1456007414772285441,2021-11-03T21:16:33.000Z,Defo the rabbits,0,0,14
@Madlex21,https://twitter.com/Madlex21/status/1456007217375633408,2021-11-03T21:15:46.000Z,Not even a contest #MRRC,1,0,20
@boxofcorey,https://twitter.com/boxofcorey/status/1456007142088060938,2021-11-03T21:15:28.000Z,"I hope  @BoredApeYC  starts launching unique designs that are only purchasable by holding that specific trait ape token. I want to see zombie shirts or trippy hoodies, we all look the same in the black hoodies ",2,0,11
@ColeUvila,https://twitter.com/ColeUvila/status/1456007111494733825,2021-11-03T21:15:21.000Z,"3 seed ",1,1,11
@Xocain0615,https://twitter.com/Xocain0615/status/1456005762933825548,2021-11-03T21:09:59.000Z,"No sir, you have it all wrong. The question that begs to be asked is ""Who will be the next  @MadRabbitsRC ?"" MRRC is on a whole other level, doing things that the NFT world has never even dreamed of. Don't get it twisted these rabbits ain't trying to be like anyone else.",1,2,44
@cryptobrendle,https://twitter.com/cryptobrendle/status/1456004600494968834,2021-11-03T21:05:22.000Z,It’s gorgeous ser,1,0,5
@shaman4646,https://twitter.com/shaman4646/status/1456003969369706510,2021-11-03T21:02:52.000Z,Waited all week to bust out The Big Gun.  Tonight is the night.  L.F.G!!!!   @BoredApeYC,3,5,31
@EuaNFT,https://twitter.com/EuaNFT/status/1456003902910894088,2021-11-03T21:02:36.000Z,"@MadRabbitsRC  for me. The team hasn't stopped, we started with 1/1 collab auctions with huge artists, Burrow Passes providing utility, pills airdropped, free mint of the Horror Show rabbits and we've not even started! Gang Wars, pills utility and more still to come... #MRRC",0,0,14
@NeonApesYC,https://twitter.com/NeonApesYC/status/1456003884107943937,2021-11-03T21:02:31.000Z,"Those lions strong af ",1,0,5
@giovolution,https://twitter.com/giovolution/status/1456003768600993795,2021-11-03T21:02:04.000Z,I would have to say  @MadRabbitsRC  for the win!  #MRRC #Madrabbits,0,0,15
@jotsobot,https://twitter.com/jotsobot/status/1456003568419291141,2021-11-03T21:01:16.000Z,@MadRabbitsRC  .... the rest are jort-less imposters.,0,0,14
@vansqueeb,https://twitter.com/vansqueeb/status/1456003345504772100,2021-11-03T21:00:23.000Z,"Have already had 4 normies come up to me on the street and ask where they can get  @BoredApeYC  merch  I’m bullish on the possibility of BAYC as a fashion brand, but they better get serious about it and separate it from their merch lines  First step? Hit up  @tommyforeign",1,0,12
@NeonApesYC,https://twitter.com/NeonApesYC/status/1456003131377164297,2021-11-03T20:59:32.000Z,Have made the official 1.0 Community Competition!  Will update the bracket as pinned tweet as teams are eliminated!   Tonight we fight @ 6pm EST voting opens. @BoredApeYC  vs  @doodles GL.,52,25,91
@papabones2077,https://twitter.com/papabones2077/status/1456002831404527616,2021-11-03T20:58:20.000Z,Nice rug,0,0,4
@FFVV1211,https://twitter.com/FFVV1211/status/1456002804674273285,2021-11-03T20:58:14.000Z,Wen ape island?  @BoredApeYC,1,0,8
@ryansnuggs,https://twitter.com/ryansnuggs/status/1456002331657469953,2021-11-03T20:56:21.000Z,"Just got rugged by  @BoredApeYC  X  @thehundreds  ",41,42,810
@SnipesNFT,https://twitter.com/SnipesNFT/status/1456001854391816196,2021-11-03T20:54:27.000Z,Excited to see all the  @BoredApeYC  pictures and videos from the warehouse party tonight.  Someone pour one out for the homies who couldn't make it.,1,0,12
@dpat1619,https://twitter.com/dpat1619/status/1456001549499576323,2021-11-03T20:53:15.000Z,@MadRabbitsRC  out these 3 easily,0,0,14
@notthreadguy,https://twitter.com/notthreadguy/status/1456001509922115592,2021-11-03T20:53:05.000Z,I have NFT NYC fomo for many reasons.. not meeting Jenkins & missing the valet events is at the top,1,0,6
@StonkTrump,https://twitter.com/StonkTrump/status/1456001354464432131,2021-11-03T20:52:28.000Z,The  @MadRabbitsRC  team has what it takes to build a bomb community,0,0,20
@MrBFin,https://twitter.com/MrBFin/status/1456001317202186240,2021-11-03T20:52:19.000Z,JORTS!!!!,0,0,12
@FonzGm,https://twitter.com/FonzGm/status/1456000544330420235,2021-11-03T20:49:15.000Z,"Don’t sell extra wristbands to the  @BoredApeYC  party, don’t be a dick.",1,0,11
@monksealeth,https://twitter.com/monksealeth/status/1455999994096357377,2021-11-03T20:47:04.000Z,Gotta go  @MadRabbitsRC,0,0,20
@limicent_,https://twitter.com/limicent_/status/1455999870280470528,2021-11-03T20:46:34.000Z,lol there's no comparison really  @FLUF_World  is in a whole other league,0,1,15
@ChinitoBurrito,https://twitter.com/ChinitoBurrito/status/1455999771420864521,2021-11-03T20:46:11.000Z,Mad Rabbit Riot Club got mad more hops than the others #MRRC,1,1,27
@mobbybahalik,https://twitter.com/mobbybahalik/status/1455999429882810370,2021-11-03T20:44:49.000Z,Easy money. It’s  @MadRabbitsRC,0,0,20
